Resort_ID,Month,avg_snow
"37, 92, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 240, 243, 277, 308, 370, 372, 442, 465",2022-06-01,13.39
"37, 92, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 240, 243, 277, 308, 370, 372, 442, 465",2022-09-01,1.18
"37, 92, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 240, 243, 277, 308, 370, 372, 442, 465",2022-10-01,16.54
"37, 92, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 240, 243, 277, 308, 370, 372, 442, 465",2022-11-01,94.88
"37, 92, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 240, 243, 277, 308, 370, 372, 442, 465",2022-12-01,100
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 308, 370, 372, 439, 442, 465, 478",2022-01-01,98.03
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 308, 370, 372, 439, 442, 465, 478",2022-02-01,99.21
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 308, 370, 372, 439, 442, 465, 478",2022-03-01,99.61
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 308, 370, 372, 439, 442, 465, 478",2022-04-01,95.28
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 308, 370, 372, 439, 442, 465, 478",2022-05-01,1.97
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 308, 370, 372, 439, 442, 465, 478",2022-09-01,3.54
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 308, 370, 372, 439, 442, 465, 478",2022-11-01,53.94
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 308, 370, 372, 439, 442, 465, 478",2022-12-01,96.85
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 370, 439, 442, 465, 478",2022-01-01,99.61
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 370, 439, 442, 465, 478",2022-02-01,99.21
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 370, 439, 442, 465, 478",2022-03-01,33.46
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 370, 439, 442, 465, 478",2022-04-01,1.57
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 370, 439, 442, 465, 478",2022-11-01,11.81
"37, 92, 107, 112, 114, 116, 118, 121, 122, 161, 205, 240, 277, 370, 439, 442, 465, 478",2022-12-01,68.5
"38, 164, 173, 182, 319, 335",2022-12-01,14.57
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-01-01,97.24
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-02-01,79.13
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-03-01,78.74
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-04-01,52.36
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-05-01,18.9
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-06-01,0.79
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-10-01,0.79
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-11-01,91.34
"38, 57, 58, 65, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 484",2022-12-01,96.06
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-01-01,97.24
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-02-01,99.61
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-03-01,100
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-04-01,96.06
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-05-01,50
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-06-01,3.94
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-10-01,5.91
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-11-01,97.24
"38, 57, 58, 66, 67, 69, 70, 72, 73, 74, 75, 133, 149, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-12-01,98.43
"38, 57, 58, 66, 70, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-01-01,48.43
"38, 57, 58, 66, 70, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-02-01,20.47
"38, 57, 58, 66, 70, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-03-01,24.8
"38, 57, 58, 66, 70, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-04-01,19.69
"38, 57, 58, 66, 70, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-05-01,9.84
"38, 57, 58, 66, 70, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-11-01,15.35
"38, 57, 58, 66, 70, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-12-01,99.21
"38, 57, 70, 73, 335",2022-01-01,0.39
"38, 57, 70, 73, 335",2022-02-01,18.11
"38, 57, 70, 73, 335",2022-03-01,13.39
"38, 57, 70, 73, 335",2022-04-01,10.24
"38, 57, 70, 73, 335",2022-12-01,93.31
"38, 59, 65, 67, 72, 73, 74, 75, 133, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 410, 484",2022-01-01,92.13
"38, 59, 65, 67, 72, 73, 74, 75, 133, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 410, 484",2022-02-01,94.49
"38, 59, 65, 67, 72, 73, 74, 75, 133, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 410, 484",2022-03-01,21.65
"38, 59, 65, 67, 72, 73, 74, 75, 133, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 410, 484",2022-04-01,1.57
"38, 59, 65, 67, 72, 73, 74, 75, 133, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 410, 484",2022-11-01,15.35
"38, 59, 65, 67, 72, 73, 74, 75, 133, 150, 151, 160, 172, 186, 188, 244, 256, 270, 288, 313, 335, 400, 410, 484",2022-12-01,98.03
"38, 59, 65, 72, 75, 133, 164, 186, 188, 244, 268, 335, 410, 484",2022-01-01,74.41
"38, 59, 65, 72, 75, 133, 164, 186, 188, 244, 268, 335, 410, 484",2022-02-01,28.74
"38, 59, 65, 72, 75, 133, 164, 186, 188, 244, 268, 335, 410, 484",2022-03-01,2.36
"38, 59, 65, 72, 75, 133, 164, 186, 188, 244, 268, 335, 410, 484",2022-04-01,0.39
"38, 59, 65, 72, 75, 133, 164, 186, 188, 244, 268, 335, 410, 484",2022-11-01,0.39
"38, 59, 65, 72, 75, 133, 164, 186, 188, 244, 268, 335, 410, 484",2022-12-01,80.71
"38, 59, 67, 72, 73, 74, 75, 133, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-01-01,97.24
"38, 59, 67, 72, 73, 74, 75, 133, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-02-01,98.43
"38, 59, 67, 72, 73, 74, 75, 133, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-03-01,100
"38, 59, 67, 72, 73, 74, 75, 133, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-04-01,78.35
"38, 59, 67, 72, 73, 74, 75, 133, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-05-01,18.5
"38, 59, 67, 72, 73, 74, 75, 133, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-11-01,94.49
"38, 59, 67, 72, 73, 74, 75, 133, 150, 160, 172, 186, 244, 256, 270, 288, 313, 335, 484",2022-12-01,98.03
"38, 59, 72, 75, 133, 164, 173, 186, 244, 268, 335, 484",2022-01-01,97.64
"38, 59, 72, 75, 133, 164, 173, 186, 244, 268, 335, 484",2022-02-01,94.09
"38, 59, 72, 75, 133, 164, 173, 186, 244, 268, 335, 484",2022-03-01,77.95
"38, 59, 72, 75, 133, 164, 173, 186, 244, 268, 335, 484",2022-04-01,61.81
"38, 59, 72, 75, 133, 164, 173, 186, 244, 268, 335, 484",2022-05-01,5.12
"38, 59, 72, 75, 133, 164, 173, 186, 244, 268, 335, 484",2022-11-01,96.06
"38, 59, 72, 75, 133, 164, 173, 186, 244, 268, 335, 484",2022-12-01,98.03
"38, 72, 133, 164, 173, 186, 268, 319, 335, 484",2022-01-01,91.73
"38, 72, 133, 164, 173, 186, 268, 319, 335, 484",2022-02-01,90.55
"38, 72, 133, 164, 173, 186, 268, 319, 335, 484",2022-03-01,55.51
"38, 72, 133, 164, 173, 186, 268, 319, 335, 484",2022-04-01,67.72
"38, 72, 133, 164, 173, 186, 268, 319, 335, 484",2022-05-01,11.02
"38, 72, 133, 164, 173, 186, 268, 319, 335, 484",2022-11-01,46.06
"38, 72, 133, 164, 173, 186, 268, 319, 335, 484",2022-12-01,98.43
"38, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-01-01,91.34
"38, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-02-01,89.37
"38, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-03-01,4.72
"38, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-04-01,59.06
"38, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-05-01,3.94
"38, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-11-01,13.39
"38, 72, 73, 133, 172, 186, 256, 270, 313, 335, 484",2022-12-01,94.49
"38, 73, 335",2022-12-01,0.39
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-01-01,97.64
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-02-01,100
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-03-01,100
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-04-01,100
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-05-01,68.5
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-06-01,14.96
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-07-01,0.39
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-09-01,1.18
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-10-01,19.29
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-11-01,85.43
"39, 103, 107, 112, 114, 116, 118, 121, 122, 130, 161, 205, 228, 243, 277, 279, 324, 370, 372, 442, 458, 465, 469",2022-12-01,98.03
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 279, 370, 372, 439, 442, 458, 465, 469",2022-01-01,92.13
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 279, 370, 372, 439, 442, 458, 465, 469",2022-02-01,93.7
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 279, 370, 372, 439, 442, 458, 465, 469",2022-03-01,98.82
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 279, 370, 372, 439, 442, 458, 465, 469",2022-04-01,1.97
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 279, 370, 372, 439, 442, 458, 465, 469",2022-09-01,0.39
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 279, 370, 372, 439, 442, 458, 465, 469",2022-11-01,98.03
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 279, 370, 372, 439, 442, 458, 465, 469",2022-12-01,100
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 370, 439, 442, 458, 465, 469",2022-01-01,98.03
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 370, 439, 442, 458, 465, 469",2022-02-01,94.49
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 370, 439, 442, 458, 465, 469",2022-03-01,6.3
"39, 103, 107, 112, 114, 116, 118, 121, 122, 161, 205, 228, 277, 370, 439, 442, 458, 465, 469",2022-12-01,70.47
"39, 103, 107, 116, 118, 121, 130, 161, 205, 228, 243, 277, 279, 324, 423, 458, 469",2022-01-01,93.31
"39, 103, 107, 116, 118, 121, 130, 161, 205, 228, 243, 277, 279, 324, 423, 458, 469",2022-02-01,97.64
"39, 103, 107, 116, 118, 121, 130, 161, 205, 228, 243, 277, 279, 324, 423, 458, 469",2022-03-01,87.01
"39, 103, 107, 116, 118, 121, 130, 161, 205, 228, 243, 277, 279, 324, 423, 458, 469",2022-04-01,93.31
"39, 103, 107, 116, 118, 121, 130, 161, 205, 228, 243, 277, 279, 324, 423, 458, 469",2022-09-01,0.39
"39, 103, 107, 116, 118, 121, 130, 161, 205, 228, 243, 277, 279, 324, 423, 458, 469",2022-11-01,52.36
"39, 103, 107, 116, 118, 121, 130, 161, 205, 228, 243, 277, 279, 324, 423, 458, 469",2022-12-01,100
"39, 107, 112, 114, 116, 118, 121, 122, 205, 370, 439, 442, 465, 469",2022-12-01,50.39
"39, 47, 55, 96, 97, 100, 103, 105, 228, 279, 324, 339, 364, 397, 417, 418, 423, 432, 458, 469, 496, 497",2022-01-01,93.7
"39, 47, 55, 96, 97, 100, 103, 105, 228, 279, 324, 339, 364, 397, 417, 418, 423, 432, 458, 469, 496, 497",2022-02-01,99.21
"39, 47, 55, 96, 97, 100, 103, 105, 228, 279, 324, 339, 364, 397, 417, 418, 423, 432, 458, 469, 496, 497",2022-03-01,88.58
"39, 47, 55, 96, 97, 100, 103, 105, 228, 279, 324, 339, 364, 397, 417, 418, 423, 432, 458, 469, 496, 497",2022-04-01,9.45
"39, 47, 55, 96, 97, 100, 103, 105, 228, 279, 324, 339, 364, 397, 417, 418, 423, 432, 458, 469, 496, 497",2022-09-01,1.18
"39, 47, 55, 96, 97, 100, 103, 105, 228, 279, 324, 339, 364, 397, 417, 418, 423, 432, 458, 469, 496, 497",2022-11-01,99.21
"39, 47, 55, 96, 97, 100, 103, 105, 228, 279, 324, 339, 364, 397, 417, 418, 423, 432, 458, 469, 496, 497",2022-12-01,92.52
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-01-01,98.43
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-02-01,100
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-03-01,100
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-04-01,98.82
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-05-01,16.54
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-06-01,1.18
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-10-01,3.15
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-11-01,98.43
"39, 55, 100, 103, 105, 107, 130, 161, 205, 228, 279, 324, 397, 418, 423, 458, 469, 496",2022-12-01,98.43
40,2022-01-01,98.54615384615384
40,2022-02-01,99.33538461538461
40,2022-03-01,99
40,2022-04-01,93.45769230769231
40,2022-05-01,77.323
40,2022-06-01,52.525
40,2022-07-01,24.441666666666666
40,2022-08-01,23.228
40,2022-09-01,12.706363636363635
40,2022-10-01,12.795
40,2022-11-01,98.48538461538462
40,2022-12-01,98.75846153846153
"40, 163",2022-01-01,99.21333333333334
"40, 163",2022-02-01,97.9
"40, 163",2022-03-01,98.29333333333334
"40, 163",2022-04-01,93.83
"40, 163",2022-05-01,99.21
"40, 163",2022-06-01,55.77333333333333
"40, 163",2022-07-01,13.52
"40, 163",2022-08-01,2.165
"40, 163",2022-09-01,17.323333333333334
"40, 163",2022-10-01,1.97
"40, 163",2022-11-01,98.95
"40, 163",2022-12-01,96.19666666666667
"41, 80, 85, 132, 156, 233, 275, 336, 411, 447",2022-01-01,94.09
"41, 80, 85, 132, 156, 233, 275, 336, 411, 447",2022-02-01,96.85
"41, 80, 85, 132, 156, 233, 275, 336, 411, 447",2022-03-01,88.98
"41, 80, 85, 132, 156, 233, 275, 336, 411, 447",2022-04-01,88.58
"41, 80, 85, 132, 156, 233, 275, 336, 411, 447",2022-05-01,20.47
"41, 80, 85, 132, 156, 233, 275, 336, 411, 447",2022-11-01,21.26
"41, 80, 85, 132, 156, 233, 275, 336, 411, 447",2022-12-01,52.36
"41, 80, 85, 132, 156, 233, 275, 336, 447",2022-01-01,7.87
"41, 80, 85, 132, 156, 233, 275, 336, 447",2022-02-01,1.57
"41, 80, 85, 132, 156, 233, 275, 336, 447",2022-04-01,0.39
"41, 80, 85, 156, 162, 233, 275, 299, 336, 378, 411, 495",2022-01-01,96.85
"41, 80, 85, 156, 162, 233, 275, 299, 336, 378, 411, 495",2022-02-01,35.43
"41, 80, 85, 156, 162, 233, 275, 299, 336, 378, 411, 495",2022-03-01,25.59
"41, 80, 85, 156, 162, 233, 275, 299, 336, 378, 411, 495",2022-04-01,4.33
"41, 80, 85, 156, 162, 233, 275, 299, 336, 378, 411, 495",2022-05-01,0.39
"41, 80, 85, 156, 162, 233, 275, 299, 336, 378, 411, 495",2022-11-01,2.76
"41, 80, 85, 156, 162, 233, 275, 299, 336, 378, 411, 495",2022-12-01,94.88
"41, 80, 85, 156, 162, 233, 275, 299, 336, 411, 447, 495",2022-01-01,100
"41, 80, 85, 156, 162, 233, 275, 299, 336, 411, 447, 495",2022-02-01,100
"41, 80, 85, 156, 162, 233, 275, 299, 336, 411, 447, 495",2022-03-01,99.61
"41, 80, 85, 156, 162, 233, 275, 299, 336, 411, 447, 495",2022-04-01,100
"41, 80, 85, 156, 162, 233, 275, 299, 336, 411, 447, 495",2022-05-01,10.24
"41, 80, 85, 156, 162, 233, 275, 299, 336, 411, 447, 495",2022-11-01,32.28
"41, 80, 85, 156, 162, 233, 275, 299, 336, 411, 447, 495",2022-12-01,59.845
"41, 80, 85, 156, 233, 275, 299, 336, 378, 495",2022-01-01,1.97
"41, 80, 85, 156, 233, 275, 299, 336, 378, 495",2022-02-01,3.54
"41, 80, 85, 156, 233, 275, 299, 336, 378, 495",2022-12-01,13.39
"41, 85, 156, 162, 233, 299, 336, 378, 495",2022-01-01,77.955
"41, 85, 156, 162, 233, 299, 336, 378, 495",2022-02-01,24.805
"41, 85, 156, 162, 233, 299, 336, 378, 495",2022-03-01,22.830000000000002
"41, 85, 156, 162, 233, 299, 336, 378, 495",2022-04-01,72.83
"41, 85, 156, 162, 233, 299, 336, 378, 495",2022-05-01,16.54
"41, 85, 156, 162, 233, 299, 336, 378, 495",2022-10-01,6.69
"41, 85, 156, 162, 233, 299, 336, 378, 495",2022-11-01,7.87
"41, 85, 156, 162, 233, 299, 336, 378, 495",2022-12-01,29.919999999999998
"41, 85, 156, 162, 275, 299, 336, 378, 411, 495",2022-01-01,0.39
"41, 85, 156, 162, 275, 299, 336, 378, 411, 495",2022-12-01,3.15
"41, 85, 156, 162, 275, 299, 336, 411, 495",2022-02-01,1.18
"41, 85, 156, 162, 275, 299, 336, 411, 495",2022-04-01,4.72
"41, 85, 156, 162, 275, 299, 336, 411, 495",2022-11-01,1.18
"41, 85, 156, 162, 275, 299, 336, 411, 495",2022-12-01,2.76
"41, 85, 156, 233, 299, 336, 378, 495",2022-01-01,0.39
"41, 85, 156, 233, 299, 336, 378, 495",2022-12-01,5.51
"41, 85, 156, 275, 336, 411",2022-01-01,5.12
"41, 85, 156, 275, 336, 411",2022-10-01,1.57
"41, 85, 156, 275, 336, 411",2022-12-01,20.87
"45, 135, 136, 137, 144, 219, 230, 287, 290, 297, 307, 381, 446, 473, 489, 494",2022-01-01,98.82
"45, 135, 136, 137, 144, 219, 230, 287, 290, 297, 307, 381, 446, 473, 489, 494",2022-02-01,99.61
"45, 135, 136, 137, 144, 219, 230, 287, 290, 297, 307, 381, 446, 473, 489, 494",2022-03-01,88.58
"45, 135, 136, 137, 144, 219, 230, 287, 290, 297, 307, 381, 446, 473, 489, 494",2022-04-01,40.55
"45, 135, 136, 137, 144, 219, 230, 287, 290, 297, 307, 381, 446, 473, 489, 494",2022-11-01,5.91
"45, 135, 136, 137, 144, 219, 230, 287, 290, 297, 307, 381, 446, 473, 489, 494",2022-12-01,96.06
"45, 76, 135, 136, 137, 183, 219, 220, 230, 281, 287, 297, 307, 317, 318, 325, 446, 473, 489, 494",2022-01-01,93.31
"45, 76, 135, 136, 137, 183, 219, 220, 230, 281, 287, 297, 307, 317, 318, 325, 446, 473, 489, 494",2022-02-01,9.45
"45, 76, 135, 136, 137, 183, 219, 220, 230, 281, 287, 297, 307, 317, 318, 325, 446, 473, 489, 494",2022-03-01,1.18
"45, 76, 135, 136, 137, 183, 219, 220, 230, 281, 287, 297, 307, 317, 318, 325, 446, 473, 489, 494",2022-04-01,1.18
"45, 76, 135, 136, 137, 183, 219, 220, 230, 281, 287, 297, 307, 317, 318, 325, 446, 473, 489, 494",2022-11-01,2.36
"45, 76, 135, 136, 137, 183, 219, 220, 230, 281, 287, 297, 307, 317, 318, 325, 446, 473, 489, 494",2022-12-01,100
46,2022-01-01,98.37625
46,2022-02-01,97.711875
46,2022-03-01,63.705
46,2022-04-01,66.02857142857142
46,2022-05-01,53.207142857142856
46,2022-06-01,6.3
46,2022-08-01,0.79
46,2022-09-01,0.39
46,2022-10-01,2.6266666666666665
46,2022-11-01,97.785625
46,2022-12-01,98.474375
"49, 58, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 459, 484",2022-01-01,98.82
"49, 58, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 459, 484",2022-02-01,98.43
"49, 58, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 459, 484",2022-03-01,96.85
"49, 58, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 459, 484",2022-04-01,66.93
"49, 58, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 459, 484",2022-05-01,15.75
"49, 58, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 459, 484",2022-10-01,0.39
"49, 58, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 459, 484",2022-11-01,85.83
"49, 58, 65, 66, 67, 68, 69, 72, 74, 75, 133, 149, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 459, 484",2022-12-01,98.03
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-01-01,96.46
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-02-01,96.46
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-03-01,98.43
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-04-01,99.61
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-05-01,74.41
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-06-01,31.89
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-07-01,12.6
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-08-01,6.69
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-09-01,7.09
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-10-01,48.82
"49, 59, 65, 67, 68, 72, 74, 75, 133, 150, 151, 160, 172, 175, 186, 188, 189, 213, 244, 256, 270, 288, 313, 400, 410, 484",2022-11-01,97.64
